,objectid,plant_code,plant_name,utility_id,utility_name,sector_name,street_address,city,county,state,zip,primsource,source_desc,tech_desc,install_mw,total_mw,bat_mw,bio_mw,coal_mw,geo_mw,hydro_mw,hydrops_mw,ng_mw,nuclear_mw,crude_mw,solar_mw,wind_mw,other_mw,source,period,longitude,latitude
741,12311,1634,Gardners Falls,61350,"Central Rivers Power MA, LLC",IPP Non-CHP,25 Gardners Falls Rd,Buckland,Franklin,Massachusetts,1370.0,hydroelectric,Hydroelectric = 3.5 MW,Conventional Hydroelectric,3.5,3.5,,,,,3.5,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-72.7308,42.5914
742,12312,1637,Putts Bridge,61350,"Central Rivers Power MA, LLC",IPP Non-CHP,5 Center St,Ludlow,Hampden,Massachusetts,1056.0,hydroelectric,Hydroelectric = 3.2 MW,Conventional Hydroelectric,3.2,3.2,,,,,3.2,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-72.48643,42.157896
743,12313,1638,Redbridge,61350,"Central Rivers Power MA, LLC",IPP Non-CHP,5 Red Bridge Rd,Wilbraham,Hampden,Massachusetts,1095.0,hydroelectric,Hydroelectric = 3.6 MW,Conventional Hydroelectric,3.6,3.6,,,,,3.6,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-72.409521,42.176047
744,12314,1660,Potter Station 2,2144,Town of Braintree - (MA),Electric Utility,150 Potter Road,Braintree,Norfolk,Massachusetts,2184.0,natural gas,Natural Gas = 183.3 MW,Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;,217.0,183.3,,,,,,,183.3,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-70.9672,42.235
745,12315,1670,High Street Station,9442,Town of Ipswich - (MA),Electric Utility,276 High Street,Ipswich,Essex,Massachusetts,1938.0,natural gas,"Natural Gas = 8.6 MW, Petroleum = 2.4 MW",Natural Gas Internal Combustion Engine; Petroleum Liquids;,10.9,11.0,,,,,,,8.6,,2.4,,,,"EIA-860, EIA-860M and EIA-923",202305,-70.8697,42.6986
746,12316,1678,Waters River,14605,City of Peabody - (MA),Electric Utility,58 R. Pulaski Street,Peabody,Essex,Massachusetts,1960.0,natural gas,Natural Gas = 46 MW,Natural Gas Fired Combustion Turbine,64.9,46.0,,,,,,,46.0,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-70.928314,42.542949
747,12317,1682,Cleary Flood Hybrid,18488,City of Taunton,Electric Utility,1314 Somerset Avenue,Taunton,Bristol,Massachusetts,2780.0,natural gas,"Battery = 2.9 MW, Natural Gas = 103 MW",Batteries; Natural Gas Fired Combined Cycle;,121.0,105.9,2.9,,,,,,103.0,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-71.1061,41.8653
748,12318,1693,Alcona,4254,Consumers Energy Co,Electric Utility,6950 Bamfield Rd.,Glennie,Alcona,Michigan,48737.0,hydroelectric,Hydroelectric = 2.8 MW,Conventional Hydroelectric,8.0,2.8,,,,,2.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.804505,44.561961
749,12319,1694,Allegan Dam,4254,Consumers Energy Co,Electric Utility,3140 Allegan Dam Rd.,Allegan,Allegan,Michigan,49010.0,hydroelectric,Hydroelectric = 1.4 MW,Conventional Hydroelectric,2.6,1.4,,,,,1.4,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.953976,42.563803
750,12320,1698,C W Tippy,4254,Consumers Energy Co,Electric Utility,1325 Tippy Dam Rd.,Wellston,Manistee,Michigan,49689.0,hydroelectric,Hydroelectric = 6.3 MW,Conventional Hydroelectric,20.1,6.3,,,,,6.3,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.939565,44.259135
751,12321,1700,Cooke,4254,Consumers Energy Co,Electric Utility,Cooke Dam Rd.,Oscoda,Iosco,Michigan,48750.0,hydroelectric,Hydroelectric = 7.3 MW,Conventional Hydroelectric,9.0,7.3,,,,,7.3,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.571947,44.472624
752,12322,1701,Croton,4254,Consumers Energy Co,Electric Utility,6505 S. Swan Rd.,Newaygo,Newaygo,Michigan,49337.0,hydroelectric,Hydroelectric = 3.5 MW,Conventional Hydroelectric,8.9,3.5,,,,,3.5,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.664462,43.437322
753,12323,1702,Dan E Karn,4254,Consumers Energy Co,Electric Utility,2742 N. Weadock Hwy.,Essexville,Bay,Michigan,48732.0,natural gas,Natural Gas = 1199.8 MW,Natural Gas Steam Turbine,1402.3,1199.8,,,,,,,1199.8,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.840074,43.644996
754,12324,1704,Five Channels,4254,Consumers Energy Co,Electric Utility,"6051 State, Route 65",Oscoda,Iosco,Michigan,48750.0,hydroelectric,Hydroelectric = 5.9 MW,Conventional Hydroelectric,6.0,5.9,,,,,5.9,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.676274,44.455518
755,12325,1705,Foote,4254,Consumers Energy Co,Electric Utility,5315 N. Rea Rd.,Oscoda,Iosco,Michigan,48750.0,hydroelectric,Hydroelectric = 3 MW,Conventional Hydroelectric,9.0,3.0,,,,,3.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.440722,44.435381
756,12326,1707,Hardy,4254,Consumers Energy Co,Electric Utility,Croton-Hardy @ 36th,Newaygo,Newaygo,Michigan,49337.0,hydroelectric,Hydroelectric = 33.4 MW,Conventional Hydroelectric,31.5,33.4,,,,,33.4,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.629866,43.486618
757,12327,1708,Hodenpyl,4254,Consumers Energy Co,Electric Utility,Hodenpyl Rd.,Mesick,Wexford,Michigan,49668.0,hydroelectric,Hydroelectric = 4.2 MW,Conventional Hydroelectric,17.0,4.2,,,,,4.2,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.819968,44.36286
758,12328,1710,J H Campbell,4254,Consumers Energy Co,Electric Utility,17000 Croswell St.,West Olive,Ottawa,Michigan,49460.0,coal,Coal = 1400.1 MW,Conventional Steam Coal,1560.8,1400.1,,,1400.1,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-86.20074,42.910296
759,12329,1712,Loud,4254,Consumers Energy Co,Electric Utility,Loud Dam Rd.,Oscoda,Iosco,Michigan,48750.0,hydroelectric,Hydroelectric = 4.8 MW,Conventional Hydroelectric,4.0,4.8,,,,,4.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.7208,44.4631
760,12330,1713,Ludington,4254,Consumers Energy Co,Electric Utility,3525 S. Lakeshore Dr.,Ludington,Mason,Michigan,49431.0,pumped storage,Pumped Storage = 2185.6 MW,Hydroelectric Pumped Storage,1978.8,2185.6,,,,,,2185.6,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-86.4447,43.8942
761,12331,1714,Mio,4254,Consumers Energy Co,Electric Utility,700 S. M-33,Mio,Oscoda,Michigan,48647.0,hydroelectric,Hydroelectric = 1.6 MW,Conventional Hydroelectric,5.0,1.6,,,,,1.6,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-84.131691,44.661114
762,12332,1716,Rogers,4254,Consumers Energy Co,Electric Utility,Rogers Heights on US-131,Big Rapids,Mecosta,Michigan,49307.0,hydroelectric,Hydroelectric = 2.4 MW,Conventional Hydroelectric,6.8,2.4,,,,,2.4,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.479469,43.613001
763,12333,1722,Webber,4254,Consumers Energy Co,Electric Utility,Perkins Rd.,Lyons,Ionia,Michigan,48851.0,hydroelectric,Hydroelectric = 1.2 MW,Conventional Hydroelectric,4.3,1.2,,,,,1.2,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-84.9025,42.9528
764,12334,1725,Colfax,5109,DTE Electric Company,Electric Utility,4025 Gregory Rd,Fowlerville,Livingston,Michigan,48836.0,petroleum,Petroleum = 14 MW,Petroleum Liquids,13.5,14.0,,,,,,,,,14.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-84.095181,42.658653
765,12335,1728,Delray,5109,DTE Electric Company,Electric Utility,6911 W. Jefferson Ave,Detroit,Wayne,Michigan,48209.0,natural gas,Natural Gas = 127 MW,Natural Gas Fired Combustion Turbine,142.2,127.0,,,,,,,127.0,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.1019,42.2947
766,12336,1729,Fermi,5109,DTE Electric Company,Electric Utility,6400 N Dixie Hwy,Frenchtown Twp,Monroe,Michigan,48166.0,nuclear,"Nuclear = 1141 MW, Petroleum = 51 MW",Nuclear; Petroleum Liquids;,1281.0,1192.0,,,,,,,,1141.0,51.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.2581,41.9631
767,12337,1730,Hancock,5109,DTE Electric Company,Electric Utility,1781 Haggerty Rd,Commerce Twp,Oakland,Michigan,48390.0,natural gas,Natural Gas = 93 MW,Natural Gas Fired Combustion Turbine,121.6,93.0,,,,,,,93.0,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.4425,42.5497
768,12338,1733,Monroe (MI),5109,DTE Electric Company,Electric Utility,3500 Front St,Monroe,Monroe,Michigan,48161.0,coal,"Coal = 3066 MW, Petroleum = 14 MW",Conventional Steam Coal; Petroleum Liquids;,3293.1,3080.0,,,3066.0,,,,,,14.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.3464,41.8906
769,12339,1734,Northeast (MI),5109,DTE Electric Company,Electric Utility,6401 Eight Mile Rd E.,Warren,Macomb,Michigan,48091.0,natural gas,"Natural Gas = 77 MW, Petroleum = 39 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,129.8,116.0,,,,,,,77.0,,39.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.0381,42.45
770,12340,1735,Oliver,5109,DTE Electric Company,Electric Utility,346 N. Gagetown Rd.,Oliver Twp,Huron,Michigan,48755.0,petroleum,Petroleum = 14 MW,Petroleum Liquids,13.5,14.0,,,,,,,,,14.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.2383,43.8264
771,12341,1737,Placid 12,5109,DTE Electric Company,Electric Utility,4912 Edgar Rd,Clarkston,Oakland,Michigan,48346.0,petroleum,Petroleum = 14 MW,Petroleum Liquids,13.5,14.0,,,,,,,,,14.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.4569,42.7106
772,12342,1739,Putnam (MI),5109,DTE Electric Company,Electric Utility,5660 Mertz Rd,Mayville,Oakland,Michigan,48744.0,petroleum,Petroleum = 14 MW,Petroleum Liquids,13.5,14.0,,,,,,,,,14.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.4561,42.7108
773,12343,1740,River Rouge,5109,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,,,,,,,,,11.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.1119,42.2739
774,12344,1741,Slocum,5109,DTE Electric Company,Electric Utility,4780 Jefferson Ave W.,Trenton,Wayne,Michigan,48183.0,petroleum,Petroleum = 14 MW,Petroleum Liquids,13.5,14.0,,,,,,,,,14.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.185,42.1225
775,12345,1743,St Clair,5109,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,,,,,,,19.0,,5.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-82.4719,42.7642
776,12346,1744,Superior,5109,DTE Electric Company,Electric Utility,6000 First St,Superior Twp,Washtenaw,Michigan,48198.0,petroleum,Petroleum = 52 MW,Petroleum Liquids,64.0,52.0,,,,,,,,,52.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.6422,42.2639
777,12347,1746,Wilmot,5109,DTE Electric Company,Electric Utility,5977 Bevens Rd E.,Kingston Twp,Tuscola,Michigan,48741.0,petroleum,Petroleum = 14 MW,Petroleum Liquids,13.5,14.0,,,,,,,,,14.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.1889,43.4566
778,12348,1750,Manistique,3828,Cloverland Electric Co-op,Electric Utility,335 Chippewa Avenue,Manistique,Schoolcraft,Michigan,49854.0,petroleum,Petroleum = 4.8 MW,Petroleum Liquids,4.8,4.8,,,,,,,,,4.8,,,,"EIA-860, EIA-860M and EIA-923",202305,-86.256291,45.955014
779,12349,1751,Edison Sault,3828,Cloverland Electric Co-op,Electric Utility,725 E. Portage Ave.,Sault Ste. Marie,Chippewa,Michigan,49783.0,hydroelectric,Hydroelectric = 29.2 MW,Conventional Hydroelectric,41.8,29.2,,,,,29.2,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-84.332,46.4974
780,12350,1753,Berrien Springs,9324,Indiana Michigan Power Co,Electric Utility,600 South Mechanic Street,Berrien Springs,Berrien,Michigan,49103.0,hydroelectric,Hydroelectric = 4.8 MW,Conventional Hydroelectric,7.2,4.8,,,,,4.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-86.3289,41.9439
781,12351,1754,Buchanan (MI),9324,Indiana Michigan Power Co,Electric Utility,15560 East River Road,Buchanan,Berrien,Michigan,49107.0,hydroelectric,Hydroelectric = 2 MW,Conventional Hydroelectric,4.4,2.0,,,,,2.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-86.35105,41.839566
782,12352,1756,Saxon Falls,13781,Northern States Power Co - Minnesota,Electric Utility,15462 N. Saxon Falls Rd,Saxon,Iron,Wisconsin,54559.0,hydroelectric,Hydroelectric = 1 MW,Conventional Hydroelectric,1.6,1.0,,,,,1.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-90.3742,46.5392
783,12353,1757,Superior Falls,13781,Northern States Power Co - Minnesota,Electric Utility,E112 Lake Rd,Ironwood,Gogebic,Michigan,54559.0,hydroelectric,Hydroelectric = 1 MW,Conventional Hydroelectric,1.4,1.0,,,,,1.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-90.416147,46.564601
784,12354,1760,Constantine,9324,Indiana Michigan Power Co,Electric Utility,135 North Washington Avenue,Constantine,St Joseph,Michigan,49042.0,hydroelectric,Hydroelectric = 0.4 MW,Conventional Hydroelectric,1.2,0.4,,,,,0.4,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.6694,41.8436
785,12355,1761,Mottville,9324,Indiana Michigan Power Co,Electric Utility,10005 North River Road,White Pigeon,St Joseph,Michigan,49099.0,hydroelectric,Hydroelectric = 0.4 MW,Conventional Hydroelectric,1.6,0.4,,,,,0.4,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.7505,41.8056
786,12356,1772,John H Warden,56133,L'Anse Warden Electric Company LLC,IPP Non-CHP,157 S Main St,L'Anse,Baraga,Michigan,49946.0,biomass,Biomass = 17.7 MW,Wood/Wood Waste Biomass,22.0,17.7,,17.7,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-88.4558,46.7553
787,12357,1773,Prickett,19578,Upper Peninsula Power Company,Electric Utility,Prickett Dam Rd,Pelkie,Baraga,Michigan,49958.0,hydroelectric,Hydroelectric = 0.8 MW,Conventional Hydroelectric,2.2,0.8,,,,,0.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-88.6625,46.7261
788,12358,1774,Victoria Dam,19578,Upper Peninsula Power Company,Electric Utility,Victoria Dam Rd,Rockland,Ontonagon,Michigan,49960.0,hydroelectric,Hydroelectric = 11.8 MW,Conventional Hydroelectric,12.0,11.8,,,,,11.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-89.2089,46.6964
789,12359,1775,Brule,20847,Wisconsin Electric Power Co,Electric Utility,Brule Dam Road,Florence,Florence,Wisconsin,54121.0,hydroelectric,Hydroelectric = 5.3 MW,Conventional Hydroelectric,5.3,5.3,,,,,5.3,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-88.2189,45.9472
790,12360,1776,Chalk Hill,20847,Wisconsin Electric Power Co,Electric Utility,"Route 1, Chalk Hill Road",Stephenson,Menominee,Michigan,49887.0,hydroelectric,Hydroelectric = 7.8 MW,Conventional Hydroelectric,7.8,7.8,,,,,7.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-87.8011,45.5136
791,12361,1777,Hemlock Falls,20847,Wisconsin Electric Power Co,Electric Utility,320 Stream Road,Crystal Falls,Iron,Michigan,49920.0,hydroelectric,Hydroelectric = 2.8 MW,Conventional Hydroelectric,2.8,2.8,,,,,2.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-88.225,46.1311
792,12362,1778,Kingsford,20847,Wisconsin Electric Power Co,Electric Utility,200-A Cowboy Lake Road,Kingsford,Dickinson,Michigan,49802.0,hydroelectric,Hydroelectric = 7.2 MW,Conventional Hydroelectric,7.2,7.2,,,,,7.2,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-88.125121,45.807956
793,12363,1780,Michigamme Falls,20847,Wisconsin Electric Power Co,Electric Utility,400 Lower Dam Road,Crystal Falls,Iron,Michigan,49920.0,hydroelectric,Hydroelectric = 9.6 MW,Conventional Hydroelectric,9.6,9.6,,,,,9.6,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-88.1958,45.9553
794,12364,1781,Peavy Falls,20847,Wisconsin Electric Power Co,Electric Utility,511 Upper Dam Road,Crystal Falls,Iron,Michigan,49920.0,hydroelectric,Hydroelectric = 12 MW,Conventional Hydroelectric,12.0,12.0,,,,,12.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-88.210514,45.990781
795,12365,1785,Way Dam,20847,Wisconsin Electric Power Co,Electric Utility,1361 Way Dam Road,Crystal Falls,Iron,Michigan,49920.0,hydroelectric,Hydroelectric = 1.8 MW,Conventional Hydroelectric,1.8,1.8,,,,,1.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-88.2353,46.1592
796,12366,1786,White Rapids,20847,Wisconsin Electric Power Co,Electric Utility,N10125 River Road,Stephenson,Menominee,Michigan,49887.0,hydroelectric,Hydroelectric = 7.2 MW,Conventional Hydroelectric,9.0,7.2,,,,,7.2,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-87.802178,45.482084
797,12367,1787,Grand Rapids,20860,Wisconsin Public Service Corp,Electric Utility,N6651 P3 Rd,Ingalls,Menominee,Michigan,49858.0,hydroelectric,Hydroelectric = 7.5 MW,Conventional Hydroelectric,7.5,7.5,,,,,7.5,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-87.6494,45.3547
798,12368,1821,Crystal Falls,4604,City of Crystal Falls,Electric Utility,600 Power Plant Road,Crystal Falls,Iron,Michigan,49920.0,hydroelectric,Hydroelectric = 1 MW,Conventional Hydroelectric,1.0,1.0,,,,,1.0,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-88.334531,46.106278
799,12369,1827,Hart,8205,City of Hart Hydro - (MI),Electric Utility,15 N. Water,Hart,Oceana,Michigan,49420.0,petroleum,"Natural Gas = 1.4 MW, Petroleum = 3.7 MW",Natural Gas Internal Combustion Engine; Petroleum Liquids;,5.1,5.1,,,,,,,1.4,,3.7,,,,"EIA-860, EIA-860M and EIA-923",202305,-86.366256,43.704076
800,12370,1829,Hillsdale,8631,Hillsdale Board of Public Wks,Electric Utility,201 Waterworks Ave,Hillsdale,Hillsdale,Michigan,49242.0,natural gas,Natural Gas = 11.6 MW,Natural Gas Internal Combustion Engine,11.6,11.6,,,,,,,11.6,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-84.6319,41.9061
801,12371,1840,Plant Four,11701,City of Marquette - (MI),Electric Utility,End of Powder Mill Road,Marquette,Marquette,Michigan,49855.0,petroleum,Petroleum = 20 MW,Petroleum Liquids,24.0,20.0,,,,,,,,,20.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-87.403579,46.575965
802,12372,1842,James R Smith,11701,City of Marquette - (MI),Electric Utility,2245 Wright Street,Marquette,Marquette,Michigan,49855.0,hydroelectric,Hydroelectric = 3.2 MW,Conventional Hydroelectric,3.2,3.2,,,,,3.2,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-87.410455,46.571639
803,12373,1844,Marshall (MI),11713,City of Marshall - (MI),Electric Utility,906 S Marshall Ave,Marshall,Calhoun,Michigan,49068.0,natural gas,"Hydroelectric = 0.3 MW,Natural Gas = 8.9 MW",Conventional Hydroelectric; Natural Gas Internal Combustion Engine;,9.8,9.2,,,,,0.3,,8.9,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-84.9411,42.2717
804,12374,1846,Newberry,13525,Newberry Water & Light Board,Electric Utility,307 East McMillan,Newberry,Luce,Michigan,49868.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,5.5,4.5,,,,,,,,,4.5,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.506408,46.351975
805,12375,1848,Norway (MI),13826,City of Norway,Electric Utility,N740 River Road,Norway,Dickinson,Michigan,49870.0,hydroelectric,Hydroelectric = 6.2 MW,Conventional Hydroelectric,6.3,6.2,,,,,6.2,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-87.86278,45.74123
806,12376,1851,Frank Jenkins,15246,City of Portland - (MI),Electric Utility,723 E. Gd. River Ave.,Portland,Ionia,Michigan,48875.0,petroleum,Petroleum = 3.5 MW,Petroleum Liquids,3.8,3.5,,,,,,,,,3.5,,,,"EIA-860, EIA-860M and EIA-923",202305,-84.895555,42.868611
807,12377,1852,St Louis,17886,City of St Louis - (MI),Electric Utility,412  N. Mill,St. Louis,Gratiot,Michigan,48880.0,petroleum,"Hydroelectric = 0.4 MW, Petroleum = 6.5 MW",Conventional Hydroelectric; Petroleum Liquids;,7.1,6.9,,,,,0.4,,,,6.5,,,,"EIA-860, EIA-860M and EIA-923",202305,-84.6014,43.4019
808,12378,1853,Main Street (MI),16873,Village of Sebewaing - (MI),Electric Utility,120 East Main,Sebewaing,Huron,Michigan,48759.0,petroleum,Petroleum = 5.6 MW,Petroleum Liquids,6.0,5.6,,,,,,,,,5.6,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.453306,43.732508
809,12379,1855,Sturgis City Diesel Plant,18252,City of Sturgis,Electric Utility,505 W. Chicago Road,Sturgis,St Joseph,Michigan,49091.0,natural gas,Natural Gas = 6 MW,Natural Gas Internal Combustion Engine,6.0,6.0,,,,,,,6.0,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.4256,41.7992
810,12380,1856,Hydro Plant,18252,City of Sturgis,Electric Utility,21477 Sturgis Dam Road,Three Rivers,St Joseph,Michigan,49093.0,hydroelectric,Hydroelectric = 2.2 MW,Conventional Hydroelectric,2.2,2.2,,,,,2.2,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.5381,41.9711
811,12381,1865,Saint Marys Falls,21264,USACE-Detroit District,Electric Utility,312 W Portage Avenue,Sault Ste. Marie,Chippewa,Michigan,49783.0,hydroelectric,Hydroelectric = 20.6 MW,Conventional Hydroelectric,23.7,20.6,,,,,20.6,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-84.349267,46.50625
812,12382,1866,Wyandotte,21048,Wyandotte Municipal Serv Comm,Electric Utility,2555 Van Alstyne,Wyandotte,Wayne,Michigan,48192.0,natural gas,"Natural Gas = 42.5 MW, Petroleum = 5.4 MW",Natural Gas Steam Turbine; Petroleum Liquids;,48.9,47.9,,,,,,,42.5,,5.4,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.1453,42.2081
813,12383,1867,Zeeland,21158,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,,,,,,,23.7,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-86.0558,42.8067
814,12384,1868,Dafter,3828,Cloverland Electric Co-op,Electric Utility,2535 W M-28,Dafter,Chippewa,Michigan,49724.0,petroleum,Petroleum = 9.7 MW,Petroleum Liquids,11.0,9.7,,,,,,,,,9.7,,,,"EIA-860, EIA-860M and EIA-923",202305,-84.41723,46.37437
815,12385,1871,Kleber,19037,Tower Kleber Ltd Partnership,IPP Non-CHP,7795 Kleber Rd.,Onaway,Cheboygan,Michigan,49765.0,hydroelectric,Hydroelectric = 1.8 MW,Conventional Hydroelectric,1.8,1.8,,,,,1.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-84.333257,45.391984
816,12386,1873,Tower,20910,Wolverine Power Supply Coop,Electric Utility,9663 Cooperative Road,Tower,Cheboygan,Michigan,49792.0,petroleum,Petroleum = 19.3 MW,Petroleum Liquids,21.3,19.3,,,,,,,,,19.3,,,,"EIA-860, EIA-860M and EIA-923",202305,-84.29497,45.36282
817,12387,1874,Caro,18895,Thumb Electric Coop of Mich,Electric Utility,2437 East Dayton Road,Caro,Tuscola,Michigan,48723.0,petroleum,Petroleum = 8.5 MW,Petroleum Liquids,9.4,8.5,,,,,,,,,8.5,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.3278,43.4659
818,12388,1875,Ubly,18895,Thumb Electric Coop of Mich,Electric Utility,4159 Ubly Road,Ubly,Huron,Michigan,48475.0,petroleum,Petroleum = 12.3 MW,Petroleum Liquids,12.4,12.3,,,,,,,,,12.3,,,,"EIA-860, EIA-860M and EIA-923",202305,-82.9388,43.7217
819,12389,1877,George Johnson,20910,Wolverine Power Supply Coop,Electric Utility,1529 S 170th Ave,Hersey,Osceola,Michigan,49639.0,natural gas,"Natural Gas = 48.7 MW, Petroleum = 1 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,51.0,49.7,,,,,,,48.7,,1.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.426,43.8393
820,12390,1880,Claude Vandyke,20910,Wolverine Power Supply Coop,Electric Utility,3150 143rd Ave,Dorr,Allegan,Michigan,49323.0,natural gas,Natural Gas = 20.2 MW,Natural Gas Fired Combustion Turbine,24.8,20.2,,,,,,,20.2,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.8551,42.731
